"302.23,104.5,1556.975,749.079,227.327,144.3,51.634,159.5,131.101,2088,3137.82,84.236,129.33,126.75,373.43,1828.38,330.176,841.21,1526.1,401.233,4896.5,619.5,773.787,1560.7,372.794,462,971.54,332.41,458.27,284.375,633.865,465.14,213.105,112.281,90.064,416.78,9277,3254,220.204,8000,65.26,237.455,868.698,409.7,118.688,266.13,345.1,193.4,184.342,947.8,1301.26,5301.393,1826.59,400.37,620.99,360.475,332.138,227.805,53.55,1620.42,1183.487,648.875,192.95,821.21,209.033,1322.75,261.459,21801,508.45,13121.96,932.6,308.405,690.45,97.84,329.35,364,1269.937,193.095,423.312,209.118,654.42,1429.7,91.36,386.926,206.475,160.8,2387.9,82.03,1437.888,688.814,432.25,1792.752,135.543,1015.712,177.345,1922,179.871,779.775,365.438,546.725,4605,119.693,926.12,134.882,858.37,145.534,463.5,431.35,467.002,2640.8,92.064,146.058,2408.806,165.2,159.5,284.88,1017.97,1425.13,211.152,4736.95,115.692,3174.78,374.125,770.61,6364.8,543.775,362.5,3784.8,126.906,70.036,266.04,46.425,522.5,120.776,691.731,816.82,1220.375,136.25,164,2240.64,779,187.955,198.96,462.2,56.367,3892,746.785,129.365,310.404,4395,19682,115.677,529.22,262.03,183.48,683.8,587.22,4545,906.65,628.5,297.52,18893.75,56.244,310.4,243.92,227.78,817.81,49.725,566.1,274.94,1056.83,496.7,505.55,149.8,165.355,363.991,1381.925,217.072,10713,633.225,297.147,47.78,673.584,1315.31,223.78,491.2,242.69,901.2,617.355,1048.494,172.9,168.03,96.325,170.78,226.2,163.04,466.17,454.505,115.48,616.25,320.75,1618.25,833.825,87.01,1106.89,234.647,2288.653,596.242,176.4,401.23,572.863,2.829,762.546,434.625,342.999,668.32,167.788,190.888,581.596,121.74,371.6,1180.145,481.18,824.43,147.68,150.945,64.488,983.733,319.85,471.65,255.292,1405.617,409.564,111.162,398.04,180.435,463.455,774,488.38,131.16,754.466,997.757,2043.431,748.8,1239.3,551.706,336.071,121.8,134.141,542.4,2766.45,50.4,320.33,1390.43,3438.725,301.682,654.21,159.33,17.5,451.93,420.42,249.968,86.229,272.101,3574.75,54.877,330,693.72,269.85,2859.25,702.08,2065,903.64,134.9,141.1,1326.86,111.197,164.992,2327.001,4227.066,42.638,489.755,4110,45.152,1695.633,545.022,386.75,237.928,129.709,2497,6222,36.725,375.33,150.237,321.73,414,72.125,349.58,350.391,243.175,753.336,865.05,120.1,114,2876.8,7133.5,701.892,194.98,206.25,268.3,447.52,34642.812,388.886,48.707,399.655,160.484,23806.3"
"299.15,154.9,2024,1367.44,5019.5,22.7,266.76,74,395.67,3064.5,4223.416,329.858,262.44,65.85,224.35,1810.75,1327.16,636.66,1701.1,729.75,7523,1305,953.274,2550,863.575,1094,739.08,104.53,370.18,1634.2,1621.25,600.015,20.25,165.833,316.41,169.319,18304,5424,155.42,19282,160.48,477.465,103.156,3101.3,149.503,248.504,165.075,901.225,249.648,780.75,1111.89,5511.336,259.88,389.9,867.2,1024,1219.448,291.618,333.2,1512.667,3164.5,485.5,371.75,451.275,225.765,2375.5,190.917,20612,796.8,18451.5,996.3,850.475,755.1,277.738,942.6,8100,2932.299,43.38,289.44,207.512,628.85,1550.6,272.55,334.97,997.825,496.11,9026.7,79.705,10433,156.875,141.5,4693.5,811.662,3533.75,181.685,5656,286.97,302.85,786.175,4.938,4338.75,332.476,207,279.5,812.43,340.397,403.1,1047.5,821.928,8119.5,159.892,180.368,11735,607.2,561.6,144.775,1042.83,1484,297.388,8767.5,108.651,6188.65,632,820.14,5959,730.5,180.5,6923.2,200.266,224.524,219.458,517.475,1782,231.288,1060.7,1171.1,731.5,613,637.947,3754.3,1133.5,638.996,343.92,1152.13,174.772,3247.5,811.779,145.71,1622.4,23791,34207.5,174.225,503,261.06,455.74,793.2,702.315,1578,506.65,863,384.18,14496.25,364.975,688.075,47.45,551.075,831.38,117,20.82,187.216,3080.5,1623.35,502.96,201.25,272.092,335.832,1700.15,134.254,9012,2509.35,357.024,149.1,508.28,766.875,2670,220.22,1863.86,806,1226.66,859.08,178.26,66.668,486.45,80.465,252.875,2635.14,442.035,205.685,207.38,1847.75,645.5,5258.5,913.525,260.94,1051.163,134.089,2532.654,2085,167.85,359.425,1089,219.643,989.011,348,229.413,582.67,354.7,400.334,1477.207,244.082,184.2,1675.227,812.205,721.2,59.538,370.315,70.71,79.812,342.439,493,892.75,755.2,2264,1064.036,457.2,245.535,2854.875,756.8,2046.334,155.9,1162.5,1473.3,2601.88,811,681.4,723.414,333.776,1084.75,239.4,554.97,8773,334.64,268.855,263.35,1856.975,332.04,646.5,242.042,17.2,506.16,420.465,262.998,354.528,358.91,3449,780.101,903,849.9,266.2,873.5,501.54,1269,1987.5,229.7,219.825,1862.22,1507.35,253.31,1504.827,572.016,26.305,1513.5,2045,300.34,3058.125,7304,89,277.2,199.05,6112.5,15277,0,276.66,159.973,320.797,1234.8,171.325,246.568,380.195,95.15,4400.4,220.05,123,73.957,5738.525,10764.5,0,92.09,141.175,699.8,387.84,130520.1,319.209,121.062,659.433,230.69,13160.5"
"305.3,163.45,3175,1462.198,5213.5,265.891,360.325,76,551.54,3130.5,4516.949,348.258,329.544,108.65,522.5,1846,1637.78,707.04,2363.2,834.875,8677,2487.375,970.885,2770,1009.875,1111.5,760.12,258.53,749.3,4667.6,2462.5,693.99,20.75,200.214,523.05,307.667,24152,9585,158.6,20180,215.41,760.14,632.302,3543.1,220.249,283.749,363.45,1596.95,1354.245,830.25,971.65,5260.588,450.76,410.845,1715.6,2320,1229.439,303.042,458.45,1728.167,7436,2122,853.5,1191.15,231.528,2436.5,250.936,22990,1715.2,18854.5,899.1,1280.65,699.6,270.896,1354.9,9259,3179.261,46.065,498.13,346.841,680,1368.1,271.29,311.205,999.1,1669.68,15559.2,241.945,35319,455,157.8,4602.15,783.702,6713.5,384.945,14118,364.433,1150.75,881.4,4.847,4378.75,380.157,1487.05,330.825,904.31,302.086,732.2,2511,799.466,22299,698.294,557.069,38262.5,4453.6,731.9,248.425,993.11,1644.4,1070.452,9531.25,525.333,7007.5,674.5,844.875,6770.6,798.65,2884.5,7016,741.232,240.608,312.625,588.5,3973.5,293.048,1101.1,1254.775,2653.5,586.05,591.345,3745.1,1199.25,1166.253,2201.14,1567.214,361.182,4536.5,877.867,210.69,1907.52,29558,38049,448.2,494.25,262.995,508.77,754.5,690.3,7512,899.7,906.55,461.715,23291.25,353.8,706.4,440.4,540.016,804.248,211.95,31.05,275.11,18931,2049.2,508.145,645.3,302.88,349.928,1791.45,381.936,12414,3588.6,584.834,270.06,593.41,1863.75,2752,216.04,1875.54,1258.075,1757.68,882.48,1055.84,361.366,1917,261.103,265.425,4031.92,490.305,220.485,267.32,1678.625,663.5,5634.5,690.25,255.48,1162.61,293.042,2514.307,2719,321.675,443.025,3257,231.864,984.952,466.125,866.11,753.96,2200.615,462.841,1667.882,324.157,559,1875.916,851.175,752.07,235.82,356.12,183.72,410.45,297.261,462.68,1419.2,2874,3437.45,1042.124,472.62,641.295,4933.125,791.2,2490.682,366.375,1105.5,1364.525,1288.04,858,1050.275,703.841,334.273,1203.15,251.95,590.67,24836,347.02,371.802,426.62,2176.65,490.8,661.925,1169.617,17.8,468.51,420.384,263.446,372.556,450.76,3700.5,940.193,1856,855.9,290.72,2504,902.62,2861,2930,257.325,377.35,2000.64,4161.15,484.175,2143.586,1404.846,33.992,1808.75,6175,290.586,3400.875,7499.25,802.9,273.4,245.855,10643.75,17919,0,474.006,141.465,322.661,1260.2,790.35,346.408,412.525,189.15,5035.5,224.05,602.5,154.039,7741.6,12413,5,297.87,111.1,607.7,396.72,130754.7,357.254,273.121,683.297,319.81,34452.1"
"310.42,164.55,4032,1391.979,5016,256.022,348.105,77.25,548.18,3024,4200.235,372.993,310.834,115.275,514.6,1704.375,1661.3,688.815,2192.6,886,8576.5,2647.125,959.034,2748,1002.4,1258.5,735.48,254.14,708.94,5239.6,2353.5,787.335,23,280.93,590.09,312.954,24344,8394,167.32,18308,219.48,1362.39,752.678,3604.7,245.541,256.762,378.125,1479.35,1332.562,857.1,995.02,5342.712,385.08,394.008,2111.2,2400.5,1216.963,301.367,429.815,1784.354,7773,2218.25,886,1236.525,226.693,2336.5,317.221,22791,1988.2,18929.5,919.1,1315.6,691.9,272.218,1354.1,9691,3118.516,81.08,531.62,332.992,645.525,1274.7,268.03,318.591,999.55,1982.73,16101.975,232.815,35244.5,328.375,144.6,4788.075,796.125,6311.5,648.98,15099.5,359.606,1850.75,852.9,4.847,4388.75,339.275,1426.7,350.33,956.18,316.922,712.6,2988.5,777.188,22890,486.425,538.645,41360,13474,754.4,241.375,1051.67,1677.2,1153.82,9031.25,582.193,6979.25,689.75,804.075,6522.6,783.725,2883.5,6959.6,740.495,273.451,368.662,461.8,3968,315.996,1112,1180,2968.5,644.4,601.669,3706.8,1188.75,1322.891,2729.92,1586.631,448.588,4594.5,815.946,210.81,1998.96,30549,39697.5,452.2,506.75,277.905,498.32,724.95,706.47,1417.5,910.85,873.45,474.745,23333.75,341.65,597.175,339.7,532.979,832.852,198.9,46.02,251.69,19974.5,2139.95,455.625,698.65,326.891,344.288,1518.5,359.452,12835.5,3688.65,654.774,281.14,633.524,1944.5,2634.5,215.22,1915.37,1268.9,1773.32,902.04,1373.26,361.893,2521.8,259.374,260.475,3206.12,464.12,206.29,305.31,1745.625,640.5,5613,848.475,245.205,1226.007,311.899,2552.203,2700.4,327.5,456.925,3384,192.854,985.468,463.125,945.965,778.37,2155.31,461.229,1879.987,379.968,622.8,1849.496,853.215,722.61,230.79,350.3,197.13,734.875,273.702,479.35,1430.06,4355.6,3263.15,1051.192,470.04,572.46,5380.125,798,2447.622,379.1,1224.75,1402.6,1293.64,860.4,928.275,767.312,334.206,1130.3,233.45,576.48,28201,333.335,384.236,431.5,2149.35,516.98,666.825,1209.273,23.8,476.42,437.138,172.552,416.678,394.04,3792,751.398,2787.5,879.8,284.46,1811,1059.05,2741.998,2895,208.525,546.85,1976.7,4391.45,473.121,2405.724,2612.22,70.325,1871.75,6090.5,284.142,3341.625,7662,810.9,272.4,259.172,10801.25,17089,0,456.8,202.522,320.771,1246.8,809.525,354.036,419.915,206.625,5225.4,240,614,141.294,8449.85,12617,0,306.16,334.8,1261.35,350.08,136906.5,341.94,301.088,672.149,311.69,34741.4"
"306.46,144.1,3885,1361.691,5594.5,257.775,324.27,83.25,536.77,3195,5851.709,313.733,299.743,115.925,522.4,1813.5,1584.64,681.525,2220.6,882.375,8865.5,2667.75,923.869,2752,1015.8,1205,748.36,257,845.48,4951.6,2194.5,888.615,20,239.875,546.64,240.607,24320,8561,161.52,19462,221,980.535,770.226,3231.9,319.979,267.448,384.15,1489.475,1312.688,833.15,1071.03,5295.837,409.9,407.086,2120.6,2232.5,1228.962,312.239,429.254,1934.656,8436,2253,840.75,1079.875,228.026,2334,289.594,22980,2003,18649,868.1,1264.925,688.7,258.034,1329,9671,2973.475,179.016,524.85,319.895,657.375,1273.4,267.69,326.509,974.825,1573.64,16182.3,240.99,36164,475.125,637.3,4684.95,776.877,7839.75,603.045,14210.5,365.283,1550.15,852.225,4.873,4401.25,346.846,1651.65,339.977,927.7,359.039,947.46,3167.5,771.434,22638,467.715,557.758,36352.5,12742.8,746.3,245.925,1064.06,1675.4,1154.82,9247.5,576.73,7011.1,633,796.8,6544.6,796.575,3197.5,7204.8,768.896,217.085,300.934,303.1,4071.5,282.792,1129.4,1152.8,3032,634.9,574.718,4210.1,1207.75,985.149,2427.98,1584.248,499.913,4847,851.592,207.75,2054.24,29545,40528.5,426,554.75,279.69,487.28,727.5,716.535,7746,891.85,882.8,464.57,23691.25,347.5,639.85,179.45,513.551,862.127,209.85,46.05,237.708,19815.5,2017.25,591.27,725.4,338.83,342.448,1202.6,363.936,13248,3529.2,651.206,222.92,637.953,2107.625,2638,213.56,1853.41,1216.6,1760.44,926.32,1306.12,357.288,2205.45,270.163,261.925,4017.34,443.5,204.585,301.65,1986.375,631.5,5783,892.05,266.4,1151.206,288.995,2499.058,2866,334.075,442.725,3403.5,193.354,984.695,428.25,945.441,779.28,1727.59,459.563,1904.593,375.957,642.4,1927.574,846.015,681.12,225.486,342.11,279.57,765.575,265.567,471.82,1443.96,4014,3585.65,1233.654,488.46,566.46,5669.625,734,2380.952,374.525,1258.125,1364.825,1364.08,870.8,1035.95,715.982,326.038,970.35,258.7,587.52,28252,315.66,378.878,443.79,2346.75,523.61,659.275,1239.494,21.3,474.7,439.907,50.338,363.678,434.79,3783,776.703,2987.5,873.6,301.66,2081.25,1089.13,2635.498,2997.5,252.9,557.35,2014.86,4228.05,490.75,2512.743,3253.392,65.759,2131.5,5769,299.189,3717.75,7672.75,801.5,266.6,246.117,9506.25,16659,0,447.215,231.06,315.523,1227.5,708.9,323.915,422.45,213.35,5643,230.7,574,164.855,8227.675,12881.5,0,298.08,332.5,648,349.12,103138.2,354.229,319.631,670.833,334.25,35619.8"
"309.82,148.15,8419,1301.335,4570.5,211.309,355.74,85,454.7,3066,5458.086,111.873,313.362,121.275,231.25,1783.625,611.92,674.115,2375.15,929.625,8416.5,2555,889.048,2768,912,1181,752.12,256.14,875.51,4292,1996.625,944.685,42.5,164.728,560.22,294.578,24592,8896,201.86,21002,205.47,596.745,488.802,3060.1,299.596,328.293,357.45,1444.65,1118.932,850.95,1147.41,5290.833,436.92,413.98,2145.6,1907,1013.006,302.903,384.707,1887.772,8237.5,656,1020.5,1110.825,227.436,1445.75,285.96,24151,1912.2,18574,259.2,1323.875,680.5,115.337,1286.4,9281,2931.439,155.164,529.53,325.322,602.75,1223,107,312.22,872.875,1430.88,16191.3,226.39,37174.5,400.375,391.5,4513.95,759.19,8278.75,683.485,13821.5,361.924,1622.75,850.025,5.029,4375,207.926,1347.05,340.936,890.99,389.526,779.58,3287.5,784.67,23301,378.637,539.031,35847.5,15299.6,688.6,250.6,1069.03,1679,1165.308,9000,234.358,7028.9,703.75,843.3,6535,620.075,3431.5,5082.8,819.77,199.908,326.251,68.1,3885.5,280,1098.2,1178.925,3269,395.55,609.13,4349.6,1158.75,1106.364,527.54,1577.077,429.01,4796.5,796.771,205.41,2027.92,11629,41659.5,446.15,572.5,269.22,480.74,712.75,700.29,7316,839.1,864.25,436.71,24051.25,339.275,652.65,130.8,247.342,812.005,313.8,47.22,269.915,20576,2016.8,473.98,717.6,339.332,339.66,1487.4,132.377,12138,3515.4,698.269,226.14,1421.782,1940.875,2429.5,217.18,1769.05,1238.225,1727.46,880,1242.54,375.782,791.757,72.045,260.3,3975.98,428.595,210.835,245.42,612.875,1094,3664.5,870.425,249.015,1151.457,278.875,2385.796,1781,353.5,439.45,3587.5,184.147,973.714,430.875,947.552,786.53,1933.575,460.434,1784.667,511.172,650,1855.686,841.5,693.12,59.896,361.97,257.82,751.012,289.901,479.36,1510.15,4308,3355.75,1006.504,475.12,518.64,5129.25,692.8,2381.926,385,1162.125,1336.075,1347,887.4,1203.325,669.732,280.869,286.1,243.675,593.07,26786,77.335,384.483,378.14,1970.65,485.25,608.825,1055.958,17.7,458.08,416.502,45.103,359.453,397.37,3835.5,819.575,3311.5,880.8,300.06,1963.75,987.43,2710.834,3142.5,322.825,612.175,1800.06,4670.1,442.051,2458.198,3460.962,51.307,1187.5,6270,296.712,3622.5,5989.75,178.4,263.8,237.851,9485,14903,0,479.661,223.299,318.524,1263.5,985.85,252.144,437.74,204.25,2202.3,248,395,158.628,5197.375,10990.5,0,297.38,513.55,271.3,353.66,43563.9,245.061,301.983,663.251,316.57,36018.8"
"286.61,258.25,4101,791.599,1054.5,41.277,347.405,85.5,267.49,2092.5,6672.368,232.087,246.842,134.725,408.05,1542.75,270.2,593.67,2434,807.25,5756.5,2846.125,1022.294,2864,349.85,492.5,779.96,250.77,626.39,3593.8,1844.875,1013.25,22.75,143.057,370.29,115.179,23064,8759,160,14428,233.56,575.43,121.032,1778.6,270.956,372.201,347.725,1036.7,348.553,813.05,1404.78,5252.401,375.54,378.532,999.6,650,411.759,299.343,156.564,1777.274,7583,547.75,755.25,772.425,210.639,1367.5,233.043,24036,801.2,16326.5,372.8,687.2,689.8,226.289,892.4,2161,1498.132,52.965,244.96,318.839,303.1,1435.7,228.17,299.111,359.975,1537.24,16100.625,215.83,36402,432.25,150.1,4366.725,764.295,8194.5,407.58,12449.5,358.021,1826.7,708.925,4.964,4336.25,188.733,1138.45,299.634,325.96,219.514,363.3,2599.5,886.954,19534.5,474.5,470.717,29482.5,6847.6,621.4,152.05,1181.01,1524.6,296.78,8876.25,448.453,6851.45,453.5,790.095,6630.6,664.6,3334,5547.6,330.413,102.415,234.759,56.05,2054,239.236,1062.8,1137.525,2693,340.65,342.771,4210.1,839.25,932.172,531.5,1396.675,311.324,3573.5,735.375,210.33,2086.24,9130,40662,454.35,575.5,286.575,481.29,629.1,546.525,2372,313.4,734.55,285.85,24228.75,340.675,255.65,53.5,485.468,811.12,180.3,45.78,261.009,7886.5,1785.3,521.135,97.85,323.331,322.616,1358.95,312.917,12682.5,2656.95,587.081,495.28,1768.737,2075.625,405.5,217.22,2042.73,1212.325,1767.48,829.16,782.88,359.727,266.625,253.39,258.025,2523.96,438.94,213.17,226.9,618.75,1003,2184,766.225,255.255,1212.222,192.285,2306.583,1433.8,344.475,400.675,2660,183.976,982.704,274.5,988.784,782.41,763.99,460.178,1241.366,289.656,90.6,1918.634,638.94,785.34,228.025,335.175,156.42,573.425,301.797,483.71,1189.39,5024.8,588.8,360.296,387.04,768.315,4160.25,485.6,2092.239,317.6,1083,1339.725,1475.26,866.6,866.6,628.14,306.647,494.55,219.6,595.14,21804,264.195,378.513,311.22,1807.275,351.96,617.425,1030.271,18,502.88,448.679,45.364,43.549,279.25,3704.5,409.788,2793,863.9,293.34,977.5,616.89,1436,3072.5,311.9,360.4,1356.3,3780.95,379.947,1119.868,1848.342,136.673,665.25,6098.5,299.327,3870.375,5828.75,647.3,206.8,239.493,7851.25,7375,0,610.918,172.818,280.695,1085.9,463.85,241.029,412.53,231.25,1534.5,247.75,120.5,130.056,3125.9,10517,20,46.49,192.625,261.2,413.36,131858.4,290.494,315.467,722.463,245.96,33758.3"
"158.39,271.525,2415,724.873,702.5,41.801,136.475,85.25,468.76,2133,6578.167,105.854,326.231,97.5,197.2,1616.875,267.36,547.905,1336.2,838.25,3328,2699.625,1021.908,2716,111.075,451.5,675.8,231.3,120.29,1019.8,920.125,936.39,20,105.567,54.69,112.991,13720,5270,303.54,9024,179.34,558.54,99.712,762.4,157.081,286.864,150.675,125.175,333.437,786.65,1471.15,4991.714,223.74,193.885,933.4,955,386.188,277.793,10.793,1680.26,4888.5,518,312.25,1067.375,204.558,1337.75,276.485,22654,565.2,15784,272.4,189.7,628.2,95.765,926.2,1795,1339.93,45.07,559.9,217.937,195.825,1298,86.75,278.662,231.175,267.1,10882.425,189.085,9454,168.75,172.1,4308.15,554.225,2279.75,156.52,4930,366.777,337.9,406.425,4.99,4342.5,232.656,194.55,245.61,313.47,128.397,349.2,721,877.558,7240.5,32.559,193.622,23872.5,2392.4,616,235.175,1219.76,1514.8,291.36,8885,112.438,5357.45,164,775.89,5778.6,609.85,309,4468.4,177.958,36.243,102.494,54.1,605.5,108.492,965.7,189.5,737.5,341.95,147.154,4254.8,765,743.056,603.84,399.08,33.411,2908,693.475,207.63,1664.48,8991,36844.5,452.225,576.25,261.495,386.19,584.65,361.26,1158,623.75,395.45,474.725,24283.75,134.45,202.925,50.45,277.454,862.049,82.05,31.47,191.539,3768.5,1570.15,274.995,96.55,222.244,334.036,1102.15,143.578,9822,774.6,356.649,83.5,429.12,1994.75,351.5,211.82,468.7,660.825,1367.7,795.72,187.54,64.768,257.175,68.054,249.3,238.04,424.48,215.515,240.27,617.875,950.5,1904.5,574.075,132.075,1095.593,175.193,2426.692,968.4,149.125,270.725,1068.5,68.313,990.064,259.875,260.315,772.92,642.635,443.072,783.774,261.475,88.8,1680.597,518.745,822.75,60.496,185.27,133.38,295.963,337.868,491.75,505.15,4910,495,119.626,362.18,307.59,1254,218.4,589.05,168.225,1060.875,1301.85,1186.76,768,1002.825,642.877,313.542,160.7,191.9,569.58,10879.874,80.815,248.656,241.79,1829.175,315.29,646.175,107.039,21.8,233.18,453.942,51.523,46.09,90.71,3535.5,23.044,1341,745.2,186.9,982.25,622.43,1388.5,1657.5,166.6,177.45,1216.8,792.5,225.985,39.712,661.878,127.76,653.25,4691,133.037,3394.5,5582.5,102.5,193.2,219.612,6373.75,7013,0,645.308,212.388,60.719,638.8,59.7,242.451,404.175,219.175,891,247.95,109.5,104.853,3119.375,10101,0,297.54,33.55,258.1,406.68,133669.5,282.368,307.054,776.599,151.1,29329.4"
"261.58,272.15,2506,1180.652,3902,256.576,58.425,240.5,168.01,2811,5575.022,223.272,251.256,94.65,434.65,1791.125,1168.68,579.45,1303.55,852.875,4516,2694.31,954.422,2574,600.275,1190,601.52,255.94,109.41,1715,1005,864.825,65,100.48,53.58,365.419,13472,4232,2259.4,15812,68.48,3199.905,674.778,1850.7,235.201,264.051,342.225,147.75,1281.998,826.3,1071.33,4998.904,219.5,343.936,1897,868,855.385,304.254,193.638,2152.05,7903,2507.75,234.5,913.3,219.196,2142.5,278.812,22588,567.8,17132.5,1073.1,217.275,651.3,204.929,1404.9,8406,2689.545,57.58,321.33,70.933,477.625,1228.9,201.9,310.516,843.825,276.49,7306.125,229.88,37786,477.75,482.7,3925.275,669.339,2188,286.69,7624.5,159.96,3073.8,436.4,4.977,4296.25,132.029,1293.45,115.581,842.93,162.225,350.6,713,712.204,21967.5,24.911,439.669,36182.5,9176.4,707.4,90.95,871.93,1690.4,1228.812,8728.75,506.881,5287.1,327.5,845.835,5763.2,632.2,3594,6464.4,364.252,89.172,138.991,442.725,1210,103.844,994.5,888.2,3415.5,626.2,353.526,4121.5,997,843.857,2349.56,656.678,51.743,2791.5,812.965,81.21,1600.8,19262,37587,50.4,3039.25,274.605,426.44,710.9,396.855,6478,1154.3,745.9,265.56,13891.25,218.4,455.775,448,393.345,823.123,80.85,27.81,277.221,14171,792.15,428.61,733.95,183.908,337.324,1211.15,362.445,11739,1035.45,595.712,4505.32,264.17,634.5,2238,213.34,1369.09,1242.625,1071.86,845.6,1710.3,359.015,246.6,219.491,261.4,1334.12,475.23,232.38,264.29,1750.75,927.5,2850.5,591.65,126.195,996.075,979.6,2525.66,1880.6,321.7,270.65,762.5,149.603,970.502,531.375,1030.645,541.4,2045.34,279.865,1344.109,887.119,679.2,1967.528,645.225,787.62,209.375,241.735,81.96,674.5,315.951,508.72,472.73,4885.2,2788.8,570.768,412.92,185.865,1946.25,676,1507.523,381.625,2094,1295.25,1144.68,773.8,1206.675,552.004,364.76,1014.05,253.3,577.02,25768,220.53,223.666,442.47,2163.9,540.25,638,75.592,17.8,248.89,432.907,50.93,173.704,91.58,3872,186.867,382,745.5,101.64,2665,1022.78,3037,1642.5,174.15,275.325,1228.32,4248.7,471.898,934.574,690.54,139.592,1168.25,5480.5,187.778,3363,7984.5,651.6,245.8,108.688,6155,14103,0,466.286,218.389,264.64,1045.7,398.575,253.479,454.695,63.575,3180,291.9,542,302.571,7905.925,13036,0,38.61,32.575,1061.2,352.8,140051.7,260.898,68.851,715.39,143.99,34162.9"
"283.56,378.35,7095,1306.613,5175.5,264.572,348.36,232.5,545.08,3124.5,5580.198,319.08,297.48,135.675,430.25,1762.5,1625.88,701.205,2471.25,931.875,9449.5,2689,933.673,2792,1016.2,911.5,527.16,261.61,904.49,5215.8,2116,929.895,64,167.041,678.31,255.247,26040,8979,2396.22,18198,224.14,3931.665,692.326,3318.5,356.141,281.248,370.6,1936.7,1280.85,820.4,946.29,5386.957,445.8,417.458,1860,2355,1205.561,295.815,392.257,2342.897,7696,2522,991.5,1069.7,229.172,2392.75,265.509,25290,2089.4,18680.5,1233.9,1339.65,700.4,257.89,1391.4,10480,3441.31,200.355,527.44,352.875,724.475,1359.5,244.54,316.17,1139.65,3137.42,16383.15,226.3,37937.5,434.875,1459,4559.175,653.037,7371.75,311.005,16091.5,375.746,6020.4,817.325,4.951,4318.75,336.419,1342,326.836,910.13,291.55,981.1,2947,719.192,22860,765.957,474.828,44475,16046.8,694.1,261.875,931.58,1676.2,1138.26,8897.5,497.752,7823.7,667.25,809.55,7038.6,772.675,3868.5,7646.4,809.188,242.163,393.684,492.575,3991,272.548,1143.8,1090.575,3396,656.45,569.632,4241.7,1187.25,1051.164,2235.44,1637.278,467.851,5457,778.744,228.15,1948.72,29763,47103,550.075,3139.75,291.795,481.01,739.4,737.67,7384,1298.15,1278.1,479.24,24626.25,339.5,561.1,481.2,485.643,842.546,223.35,51.84,265.821,19913,2082.95,463.595,724.95,321.318,329.1,1481.8,348.464,12321,3801.9,639.773,5600.76,3457.889,2197.5,2545.5,214.14,1833.16,1224.95,1805.28,880.52,1980.5,355.608,2413.125,224.033,272.025,3980.52,451.745,276.885,263.23,1673.875,1192.5,5623.5,844.725,247.8,1099.987,1175.169,2498.39,3613.6,323.875,407.275,3665,216.685,976.944,427.125,1061.003,822.36,2181.335,483.052,2153.223,906.528,712.6,1816.323,862.485,726.3,211.736,359.915,280.44,800.837,260.386,505.67,1592.48,4928,3493.2,1097.99,476.24,586.29,6014.25,602.2,2773.395,373.15,2950.875,1410.925,1326.52,902.4,945.8,549.796,318.183,1225.6,271.175,566.73,21643,312.31,402.858,424.32,2118.8,483.43,660.55,883.324,17.7,551.54,439.116,50.392,311.43,726.33,3889.5,825.108,3695,973.2,302.1,2660.25,1098.35,2965.5,5797.5,208.075,674.325,1901.22,4958.45,515.859,2307.813,4156.194,127.295,2123.25,5011,286.247,4407.75,8877.5,632.3,291.2,256.051,23025,16911,0,471.658,219.141,298.655,1143.1,1506.15,287.534,454.145,220.525,6504.6,511.35,754.5,249.242,12929.7,14127.5,27.5,293.12,492.275,1144.3,361.6,135804.9,341.634,326.622,681.246,314.75,36357"
